Subject Code,Faculty Code,Subject Name,Subject Short Name,Subject Level,Subject Length,Subject Value,Status,Subject Fee,ED Subject Group Code,ED Year Level,ED Subject Code,Instruction Time,SSABSA Subject Code,SACE Stage,SACE Units,Course Name,SACE Code,FTE,TRT Days,Enrol Date,End Date,GL Account,Transaction Ref,future SACE,Result Type
SUPSTUD,CC,SUPERVISED STUDY,,11,,,,,09,11,ZV,,,,,,,0,0,,,,,N,
SWD AG,SP,OUTDOOR ED,,10,4,,I,,09,10,AG,,,,,,,0,0,,,,,N,
SWD ART,SP,MYTHS AND LEGENDS,,10,4,,I,,09,10,AT,,,,,,,0,0,,,,,N,
SWD1,SP,PHYSICAL EDUCATION,,09,2,,I,,04,09,PE,,,,,,,0,0,,,,,N,
SWD2,SP,PHYSICAL EDUCATION,,11,2,,I,,04,11,PE,,,,,,,0,0,,,,,N,
SWD3,SP,PHYSICAL EDUCATION,,12,2,,I,,04,12,PE,,,,,,,0,0,,,,,N,
SWDAN,SP,DIGITAL MEDIA,,10,1,,I,,09,10,MS,,,,,,,0,0,,,,,N,
SWDBG1,SP,BOYS GROUP 1,,10,2,,I,,09,10,SZ,,,,,,,0,0,,,,,N,
SWDBG2,SP,BOYS GROUP 2,,10,2,,I,,09,10,SZ,,,,,,,0,0,,,,,N,
SWDBG3,SP,BOYS GROUP 3,,10,2,,I,,09,10,SZ,,,,,,,0,0,,,,,N,
SWDBL,SP,PHOTOGRAPHY,,10,,,,,09,10,ZV,,,,,,,0,0,,,,,N,
SWDCF,SP,FOOD,,10,,,,,09,10,ZV,,,,,,,0,0,,,,,N,
SWDELECT,SP,SWD ELECTIVES,,10,2,,I,,09,10,SL,,,,,SWDELECT,,0,0,,,,,N,
SWDFS,SP,FISHING,,10,,,,,09,10,ZV,,,,,,,0,0,,,,,N,
SWDFSA,SP,RECREATIONAL ANGLING 101,,11,,,,,09,11,ZZ,,,,,,,0,0,,,,,N,
SWDGG1,SP,GIRLS GROUP 1,,10,2,,I,,09,10,SZ,,,,,,,0,0,,,,,N,
SWDHE,SP,HEALTH,,10,,,,,04,10,HQ,,,,,,,0,0,,,,,N,
SWDMUS,SP,MUSIC,,08,2,,I,,07,08,MU,,,,,,,0,0,,,,,N,
SWDPE,SP,HEALTH AND PHYSICAL EDUCATION,,10,2,,O,,04,10,PE,,,,,,,0,0,,,,,N,
SWDST,SP,SWD STUDENTS,,08,,,,,09,08,MS,,,,,,,0,0,,,,,N,
SWDTS,SP,HORTICULTURE,,08,,,,,09,08,ZV,,,,,,,0,0,,,,,N,
SWL,FL,STRUCT WKPLACE LEARNING,,11,,,,,09,11,ZZ,,,,,,,0,0,,,,,N,
TABED,ZU,AB ED TUTORING,,11,,,,,09,11,AN,,,,,,,0,0,,,,,N,
TABRSIS,AB,RESPECT SISTA PROGRAM,,11,,,,,09,11,ZV,,,,,,,0,0,,,,,N,
TABWKBT,FL,WORK ABOUT,,11,,,,,09,11,ZL,,,,,,,0,0,,,,,N,
TARHALL,NA,UNIVERSITY MENTORING,,12,,,,,09,12,EG,,,,,,,0,0,,,,,N,
TAXI,YD,TAXI,,SP,,,,,09,SP,MS,,,,,,,0,0,,,,,N,
TAXI/MID,YD,TAXI AND MIDDLE SCHOOL,,SR,,,,,09,SR,MS,,,,,,,0,0,,,,,N,
TBGY,SC,BIOLOGY TUTORING,,12,,,,,05,12,BL,,,,,,,0,0,,,,,N,
TEAL,ED,EAL TUTORING,,11,,,,,09,11,ZL,,,,,,,0,0,,,,,N,
TEN,CC,ACADEMIC ENHANCEMENT,,12,,,,,09,12,ZL,,,,,,,0,0,,,,,N,
TENG,EG,TUTORING ENGLISH,,11,,,,,01,12,EG,,,,,,,0,0,,,,,N,
TINKER,YD,TINKER ROOM,,SR,,,,,09,SR,MS,,,,,,,0,0,,,,,N,
TLITSUP,EG,LITERACY SUPPORT,,11,,,,,01,11,ZL,,,,,,,0,0,,,,,N,
TMA,MA,MATHS TUTORING,,11,,,,,03,11,MA,,,,,,,0,0,,,,,N,
TMATH,MA,TUT MATHS,,12,,,,,03,12,MA,,,,,,,0,0,,,,,N,
TMATHMETH,MA,TUTORING MATHS METHODS,,12,,,,,03,12,MA,,,,,,,0,0,,,,,N,
TMPW,MA,TUTORING MTH PTH,,12,,,,,03,12,MA,,,,,,,0,0,,,,,N,
TNUMSUP,CC,NUMERACY SUPPORT,,11,,,,,03,11,MA,,,,,,,0,0,,,,,N,
TRP,RP,RESEARCH PROJECT TUTORING,,12,,,,,06,12,MS,,2RPJ10,2,10,,RPJ,0,0,,,,,Y,S
TSSTUD,SN,SUPERVISED STUDY,,12,,,,,09,12,ZV,,,,,,,0,0,,,,,N,
TSUP,CC,ACADEMIC RECOVERY,,12,,,,,09,12,MS,,,,,,,0,0,,,,,N,
TUMEM,MA,TUTORING ESSENTIAL MATHS,,12,,,,,03,12,MA,,,,,,,0,0,,,,,N,
TUT,SP,TUTORING,,08,4,,I,,09,08,MS,,,,,,,0,0,,,,,N,
TUTBIG,MA,TUTORING BIOLOGY,,12,,,,,05,12,BL,,,,,,,0,0,,,,,N,
TUTCEM,SC,TUTORING CHEMISTRY,,12,,,,,05,12,SC,,,,,,,0,0,,,,,N,
TUTCHI,LE,TUTORING CHINESE,,11,,,,,02,11,CI,,,,,,,0,0,,,,,N,
TUTEG,EG,TUTORING ENGLISH,,12,,,,,01,12,EG,,,,,,,0,0,,,,,N,
TUTMASC,SC,TUTORING MATHS SCIENCE,,12,,,,,05,12,ZV,,,,,,,0,0,,,,,N,
TUTMGM,MA,TUTORING GENERAL MATHS,,12,,,,,03,12,ZV,,,,,,,0,0,,,,,N,
TUTMHS,SC,TUTORING MATHS METHODS,,12,4,,,,03,12,MX,,,,,,,0,0,,,,,N,
TUTMST1,MA,TUTORING MATHS METHODS,,12,,,,,03,12,MA,,,,,,,0,0,,,,,N,
TUTMTH,MA,MATHS CATCH UP,,11,,,,,03,11,MA,,,,,,,0,0,,,,,N,
TUTMTHPW,MA,TUTORING MATHS PW,,12,,,,,03,12,MA,,,,,,,0,0,,,,,N,
TUTPHOTO,IT,PHOTOGRAPHY,,11,,,,,08,11,PH,,,,,,,0,0,,,,,N,
TUTPSC,SC,TUTORING PSYCHOLOGY,,12,,,,,05,12,PW,,,,,,,0,0,,,,,N,
TUTPURMA,MA,PURE MATHS TUT,,11,,,,,03,11,MA,,,,,,,0,0,,,,,N,
TUTPYI,SC,TUTORING PHYSICS,,12,4,,,,05,12,PC,,,,,,,0,0,,,,,N,
TUTSPMA,MA,TUTORING SPEC MATHS,,11,2,,,,03,11,MA,,,,,,,0,0,,,,,N,
TUTSS,SN,TUTORING,,11,,,,,09,11,ZV,,,,,,,0,0,,,,,N,
TUTSTEM,MA,TUTORING STEM,,11,,,,,09,11,ZV,,,,,,,0,0,,,,,N,
TVSUP,VE,VET SUPPORT,,12,,,,,09,12,WD,,,,,,,0,0,,,,,N,
UNIP,CC,UNI PATHWAY,,12,,,,,09,12,ZZ,,,,,,,0,0,,,,,N,
UNIWATCH,CC,UNI AT RISK STUDENTS,,12,,,,,09,12,ZZ,,,,,,,0,0,,,,,N,
UTUTBIG,SC,TUTORING BIOLOGY,,12,,,,,05,12,BL,,,,,,,0,0,,,,,N,
UTUTCME,SC,TUTORING CHEMISTRY,,12,,,,,05,12,CH,,,,,,,0,0,,,,,N,
UTUTMPW,MA,TUTORING MATHS PATHWAYS,,12,,,,,03,12,MA,,,,,,,0,0,,,,,N,
UTUTPYS,SC,TUTORING PHYSICS,,12,,,,,05,12,ZC,,,,,,,0,0,,,,,N,
UTUTSPEC,MA,TUTORING SPECIALIST MATHS,,12,,,,,03,12,MK,,,,,,,0,0,,,,,N,
UTUTSTUMA,MA,TUTORING MATHS STUDIES,,12,,,,,03,12,MA,,,,,,,0,0,,,,,N,
UTUTTSM,SV,TUTORING TOURISM,,12,,,,,06,12,SV,,,,,,,0,0,,,,,N,
V1225,VE,TWELVE 25,,11,,,,,09,11,CC,,,,,,,0,0,,,,,N,
V1ANIMAL,VE,CERTIFICATE I IN ANIMAL STUDIES,,11,,,,,09,11,SC,,,,,,,0,0,,,,,N,
V1AUTO,VE,CERTIFICATE I IN AUTOMOTIVE,,11,4,,,,09,11,ZV,,,,,,,0,0,,,,,N,
V1CON,VE,CERTIFICATE I IN CONSTRUCTION (PLUMBING),,11,,,,,09,11,ZV,,,,,,,0,0,,,,,N,
V1CONYEC,VE,CERTIFICATE I IN CONSTRUCTON (YEC),,11,,,,,09,11,VE,,,,,,,0,0,,,,,N,
V1CRTIND,VE,CERT I CREATIVE INDUSTRIES,,11,,,,,08,11,ZV,,,,,,,0,0,,,,,N,
V1EDSKL,VE,CERT I EDU & SKILLS DEVELOPMENT,,11,,,,,09,11,VE,,,,,,,0,0,,,,,N,
V1HOSFDBEV,VE,CERTIFICATE I HOSPITALITY (FOOD & BEVERAGE),,11,,,,,09,11,FH,,,,,,,0,0,,,,,N,
V1HOSPKO,VE,CERT I HOSPITALITY (KITCHEN OPS),,11,,,,,09,11,ZV,,,,,,,0,0,,,,,N,
V1LIT,VE,CERT I LITERACY,,11,,,,,03,11,MA,,,,,,,0,0,,,,,N,
V1MEAT,FL,CERT I MEAT RETAIL,,11,,,,,09,11,ZZ,,,,,,,0,0,,,,,N,
V2AIRBR,FL,CERT II AIRBRUSHING,,11,,,,,09,11,VE,,,,,,,0,0,,,,,N,
V2AMHORT,VE,CERT II AMENITY HORTICULTURE,,11,,,,,05,11,ZV,,,,,,,0,0,,,,,N,
V2ANIM,FL,CERT II ANIMAL STUDIES,,12,,,,,09,12,ZZ,,,,,,,0,0,,,,,N,
V2AUTO,VE,CERT II AUTOMOTIVE SERVICING,,11,4,,O,,09,11,ZV,,,,,,,0,0,,,,,N,
V2COMSER,VE,CERT II COMMUNITY SERVICES,,12,,,,,09,12,ZV,,,,,,,0,0,,,,,N,
V2CON,VE,CERT II CONSTRUCTION PATHWAYS,,11,,,,,09,11,ZV,,,,,,,0,0,,,,,N,
V2CONLMNG,VE,CERT II CONSERVATION & LAND MGMT,,12,4,,O,,09,12,ZV,,,,,,,0,0,,,,,N,
V2CRINMD,VE,CERT II CREATIVE INDUSTRIES (MEDIA),,11,,,,,08,11,ZV,,,,,,,0,0,,,,,N,
V2ELEC,VE,CERT II ELECTROTECHNOLOGY,,11,4,,O,,09,11,ZV,,,,,,,0,0,,,,,N,
V2ENGINE,VE,CERT II ENGINEERING,,11,4,,O,,09,11,ZV,,,,,,,0,0,,,,,N,
V2FDPRO,VE,CERT II FOOD PROCESSING (BAKERY FOCUS),,11,,,,,04,11,FH,,,,,,,0,0,,,,,N,
V2HAIR,VE,CERT II HAIRDRESSING,,11,,,,,04,11,ZV,,,,,,,0,0,,,,,N,
V2HLTHSER,VE,CERT III HEALTH SERVICES,,11,,,,,04,11,ZV,,,,,,,0,0,,,,,N,
V2HORT,VE,CERT II HORTICULTURE,,11,,,,,05,11,ZV,,,,,,,0,0,,,,,N,
V2HORTGWL,FL,CERT II HORTICULTURE (GAWLER HS),,11,,,,,09,11,ZZ,,,,,,,0,0,,,,,N,
V2HORTPWC,FL,CERT II HORTICULTURE (PWAC),,11,,,,,09,11,ZZ,,,,,,,0,0,,,,,N,
V2HOSPKO,VE,CERT II HOSPITALITY (KITCHEN OPS),,11,,,,,08,11,TP,,,,,,,0,0,,,,,N,
V2HOSPOP,VE,CERT II HOSPITALITY (OPERATIONS),,11,,,,,08,11,TP,,,,,,,0,0,,,,,N,
V2IDIGMED,VE,"CERT II INFORMATION, DIGITAL MEDIA & TECHNOLOGY",,11,,,,,08,11,ZV,,,,,,,0,0,,,,,N,
V2INDIGTEC,VE,"CERT II INFO, DIG MEDIA & TECH",,11,,,,,08,11,ZV,,,,,,,0,0,,,,,N,
V2IT,FL,CERT II IT,,11,,,,,09,11,ZZ,,,,,,,0,0,,,,,N,
V2KITOP,VE,CERT II KITCHEN OPERATIONS,,12,,,,,09,12,ZV,,,,,,,0,0,,,,,N,
V2KOWG,FL,CERT II KITCHEN OPS (WINDSOR GARDENS),,11,,,,,09,11,ZZ,,,,,,,0,0,,,,,N,
V2MAKUP,FL,CERT II MAKEUP,,12,,,,,09,12,ZZ,,,,,,,0,0,,,,,N,
V2MTLROOF,VE,CERT II METAL ROOFING,,11,,,,,09,11,ZV,,,,,,,0,0,,,,,N,
V2MUSIC,VE,CERT II MUSIC,,12,,,,,09,11,MU,,,,,,,0,0,,,,,N,
V2NAILS,VE,CERT II NAILS,,11,,,,,09,11,VE,,,,,,,0,0,,,,,N,
V2PLUMB,VE,CERT II PLUMBING,,11,,,,,09,11,ZV,,,,,,,0,0,,,,,N,
V2RFPLM,VE,CERT II ROOF PLUMBING,,11,,,,,08,11,ZV,,,,,,,0,0,,,,,N,
V2RTCOS,VE,CERT II RETAIL COSMETICS,,12,,,,,04,12,ZV,,,,,,,0,0,,,,,N,
V2RTMKUP,VE,"CERT II RETAIL, MAKEUP & SKIN CARE",,12,,,,,09,12,ZV,,,,,,,0,0,,,,,N,
V2SALAS,VE,CERT II SALON ASSISTANT,,12,,,,,09,11,ZV,,,,,,,0,0,,,,,N,
V2WARE,VE,CERT II/III WAREHOUSING,,11,,,,,09,11,ZV,,,,,,,0,0,,,,,N,
V3AGED,VE,CERT III AGED CARE,,11,,,,,04,11,ZV,,,,,,,0,0,,,,,N,
V3ANIMAL,VE,CERT III ANIMAL STUDIES,,12,,,,,09,12,ZV,,,,,,,0,0,,,,,N,
V3BEAUTMK,VE,CERT III BEAUTY (MK UP FOCUS),,12,,,,,09,11,ZV,,,,,,,0,0,,,,,N,
V3BEAUTY,VE,CERT III BEAUTY,,12,,,,,04,12,ZV,,,,,,,0,0,,,,,N,
V3BRICK,VE,CERT III BRICK & BLOCKLAYING,,12,4,,O,,09,12,ZV,,,,,,,0,0,,,,,N,
V3BUS,VE,CERT III BUSINESS,,12,,,,,09,12,BS,,,,,,,0,0,,,,,N,
V3BUSINESS,FL,CERT III BUSINESS,,12,,,,,09,12,ZZ,,,,,,,0,0,,,,,N,
V3BUSSHS,VE,CERTIFICATE III BUSINESS (SHS),,12,4,,,,06,12,BS,,,,,,,0,0,,,,,N,
V3CARP,VE,CERT III CARPENTRY,,12,4,,O,,09,12,ZV,,,,,,,0,0,,,,,N,
V3CHDSK,FL,CERT III CHILDCARE SEEK ONLINE,,11,,,,,09,11,ZZ,,,,,,,0,0,,,,,N,
V3CHIDSE,VE,CERT III CHILDREN'S SERVICES,,11,4,,O,,09,11,ZV,,,,,,,0,0,,,,,N,
V3COMSE,VE,CERT III COMMUNITY SERVICE WORK,,11,4,,O,,09,11,ZV,,,,,,,0,0,,,,,N,
V3DIS,FL,CERT III DISABILITY,,11,,,,,09,11,ZZ,,,,,,,0,0,,,,,N,
V3DROP,VE,CERT III DRIVING OPERATIONS,,11,4,,,,09,11,VE,,,,,,,0,0,,,,,N,
V3ECHEDU,VE,CERT III EARLY CHILDHOOD EDUCATION & CARE,,11,,,,,09,11,ZV,,,,,,,0,0,,,,,N,
V3ELECT,VE,CERT III ELECTROTECHNOLOGY,,11,,,,,09,11,ZV,,,,,,,0,0,,,,,N,
V3ENGIN,VE,CERT III ENGINEERING,,12,,,,,09,12,ZV,,,,,,,0,0,,,,,N,
V3EVENT,VE,CERT III VENUES & EVENTS,,12,,,,,09,12,ZV,,,,,,,0,0,,,,,N,
V3FITNESS,VE,CERT III IN FITNESS,,11,,,,,04,11,HQ,,,,,,,0,0,,,,,N,
V3FLOR,VE,CERT III FLORISTRY,,11,,,,,09,11,ZV,,,,,,,0,0,,,,,N,
V3GMDVL,VE,CERT III GAME DEVELOPMENT FOUNDATIONS,,11,,,,,08,11,ZV,,,,,,,0,0,,,,,N,
V3HAIR,VE,CERT III HAIRDRESSING PATHWAYS,,11,,,,,04,11,HQ,,,,,,,0,0,,,,,N,
V3HESERAS,VE,CERT III HEALTH SERVICES ASSISTANT,,11,,,,,04,11,ZV,,,,,,,0,0,,,,,N,
V3HOSFDBV,VE,CERT III HOSPITALITY (FOOD & BEVERAGE),,11,,,,,04,11,ZV,,,,,,,0,0,,,,,N,
V3HOSP,VE,CERT III HOSPITALITY,,11,,,,,09,11,ZV,,,,,,,0,0,,,,,N,
V3IDIGMED,VE,"CERT III INFORMATION, DIGITAL MEDIA & TECH",,11,,,,,08,11,ZV,,,,,,,0,0,,,,,N,
V3INDSUP,VE,CERT III INDIVIDUAL SUPPOR (DISABILITY STREAM),,11,,,,,09,11,ZV,,,,,,,0,0,,,,,N,
V3IT,FL,CERT III INFORMATION TECHNOLOGY,,11,,,,,09,11,ZV,,,,,,,0,0,,,,,N,
V3ITCYBER,VE,"CERT III INFO, DM & TECH CYBER",,11,,,,,09,11,ZV,,,,,,,0,0,,,,,N,
V3MEDIA,VE,CERT III MEDIA - GAME DES,,11,,,,,08,11,IF,,,,,,,0,0,,,,,N,
V3MICBUS,VE,CERT III MICRO BUSINESS,,12,,,,,06,12,BS,,,,,,,0,0,,,,,N,
V3MKUP,VE,CERT III MAKE-UP,,11,,,,,09,11,ZV,,,,,,,0,0,,,,,N,
V3MUSIC,VE,CERT III MUSIC,,11,,,,,07,11,MU,,,,,,,0,0,,,,,N,
V3PLUMB,VE,CERT III PLUMBING,,12,4,,O,,09,12,ZV,,,,,,,0,0,,,,,N,
V3RDTP,VE,CERTIFICATE III ROAD TRANSPORT,,12,,,,,09,12,ZV,,,,,,,0,0,,,,,N,
V3RFPLM,VE,CERT III ROOF PLUMBING,,12,,,,,08,12,ZV,,,,,,,0,0,,,,,N,
V3RMKUP,VE,CERTIFICATE III RETAIL MAKE UP,,12,,,,,04,12,ZV,,,,,,,0,0,,,,,N,
V3SCRMED,VE,CERT III SCREEN & MEDIA GAME ART,,11,,,,,08,11,TP,,,,,,,0,0,,,,,N,
V3SPORTREC,VE,CERT III SPORT & RECREATION,,11,2,,,,04,11,PE,,,,,,,0,0,,,,,N,
V3SPREC,PE,CERT III SPORT & RECREATION,,11,2,,O,,04,11,PE,,,,,,,0,0,,,,,N,
V3TOUR,VE,CERTIFICATE III TOURISM,,12,,,,,09,12,ZV,,,,,,,0,0,,,,,N,
V3VISAT,VE,CERT III VISUAL ARTS,,11,,,,,07,11,AT,,,,,,,0,0,,,,,N,
V3WARE,VE,CERT III WAREHOUSING,,11,,,,,09,11,ZV,,,,,,,0,0,,,,,N,
V4CHILD,VE,CERTIFICATE IV IN CHILDREN'S SERVICES,,12,,,,,09,12,HA,,,,,,,0,0,,,,,N,
V4DIS,VE,CERT IV DISABILITY,,12,,,,,09,12,HA,,,,,,,0,0,,,,,N,
V4IT,VE,CERT IV INFORMATION TECHNOLOGY,,12,,,,,08,12,ZV,,,,,,,0,0,,,,,N,
V4SOUND,VE,CERT III SOUND PRODUCTION,,12,,,,,08,12,ZV,,,,,,,0,0,,,,,N,
V4YOUTH,VE,CERT IV YOUTH WORK,,11,,,,,05,11,ZV,,,,,,,0,0,,,,,N,
VADAUTO,FL,ADVANCED AUTOMOTIVE,,12,,,,,09,12,ZZ,,,,,,,0,0,,,,,N,
VANIMAL,FL,CERT I ANIMAL STUDIES,,11,,,,,05,11,VE,,,,,,,0,0,,,,,N,
VASBA,VE,SCHOOL BASED APPRENTICESHIP,,11,,,,,09,11,ZV,,,,,,,0,0,,,,,N,
VAUTO,FL,CERT I AUTOMOTIVE,,11,,,I,,09,11,VE,,,,,,,0,0,,,,,N,
VBEAUTY,VE,CERT III BEAUTY,,12,,,,,09,12,VE,,,,,,,0,0,,,,,N,
VBUSII,VE,CERT II BUSINESS,,11,,,I,,09,11,VE,,,,,,,0,0,,,,,N,
VC1IT,FL,CERT I IT,,11,,,,,08,11,ZZ,,,,,,,0,0,,,,,N,
VC2CHILD1,FL,CERT II CHILDCARE 1ST YR,,11,,,,,09,11,ZZ,,,,,,,0,0,,,,,N,
VC2CHILD2,FL,CERT II CHILDCARE 2ND YR,,11,,,,,09,11,CM,,,,,,,0,0,,,,,N,
VC2HOSKO,FL,CERT II HOSPITALITY,,12,,,,,09,12,ZV,,,,,,,0,0,,,,,N,
VC3MEDDIG,FL,CERT III MEDIA,,11,,,,,08,11,CP,,,,,,,0,0,,,,,N,
VC3NUR1,FL,CERT III PATHWAYS TO NURSING 1ST YR,,11,,,,,04,11,ZZ,,,,,,,0,0,,,,,N,
VC3NUR2,FL,CERT III PATHWAYS TO NURSING 2ND YEAR,,12,,,,,09,12,CM,,,,,,,0,0,,,,,N,
VCARE,AD,REGIONAL STUDENTS CARE,,12,,,,,09,12,ZV,,,,,,,0,0,,,,,N,
VCER3IT,VE,CERTIFICATE III IN INFORMATION TECHNOLOGY,,12,,,,,09,12,VE,,,,,,,0,0,,,,,N,
VCERT2IT,FL,CERT II IT,,11,,,,,09,11,VE,,,,,,,0,0,,,,,N,
VCHILD,VE,CERT III CHILDCARE,,11,,,I,,09,11,VE,,,,,,,0,0,,,,,N,
VCIGENCON,FL,CERT I GENERAL CONSTRUATION (TAFE),,11,,,,,09,11,ZZ,,,,,,,0,0,,,,,N,
VCIHOSFDB,FL,CERT I HOSPITALITY,,11,,,,,09,11,ZV,,,,,,,0,0,,,,,N,
VCIIHORT,FL,CERT II HORTICULTURE,,12,,,,,09,12,ZZ,,,,,,,0,0,,,,,N,
VCIIICHILD,FL,CERT III CHILDCARE,,11,,,,,09,11,ZZ,,,,,,,0,0,,,,,N,
VCIIIMEDSC,FL,CERT III MEDIA (SCREEN & MEDIA),,11,,,,,08,11,CP,,,,,,,0,0,,,,,N,
VCOMNUR,VE,CERT III COMMUNITY SERVICES (AGED CARE) NURSING,,11,,,I,,09,11,VE,,,,,,,0,0,,,,,N,
VCOMSER,FL,CERT III COMMUNITY SERVICES,,11,,,,,09,11,ZZ,,,,,,,0,0,,,,,N,
VCOMSTU,VE,VET CERTIFICATE III COMMUNITY WORK,,12,,,I,,09,12,VE,,,,,,,0,0,,,,,N,
VCOMWK,VE,VET CERTIFICATE II IN COMMUNITY SERVICES WORK,,12,,,I,,09,12,VE,,,,,,,0,0,,,,,N,
VCONST,VE,CERT I CIVIL CONSTRUCTION,,11,,,I,,09,11,VE,,,,,,,0,0,,,,,N,
VD2C,VE,CERT I DOORWAYS 2 CONSTRUCTION,,11,,,I,,09,11,ZV,,,,,,,0,0,,,,,N,
VD2C+,VE,D2C PLUS,,12,,,,,09,12,VE,,,,,,,0,0,,,,,N,
VDIPCHILD,VE,DIPLOMA OF CHILDRENS SERVICES,,12,,,,,09,12,ZV,,,,,,,0,0,,,,,N,
VDIRHAIR,FL,HAIR & BEAUTY DIRECTIONS,,11,,,,,09,11,ZV,,,,,,,0,0,,,,,N,
VELECT,VE,VET CERTIFICATE I IN ELECTRICAL,,11,,,I,,05,11,VE,,,,,,,0,0,,,,,N,
VELECTECH,FL,CERT I ELECTROCOMM SKILLS,,11,,,,,09,11,ZZ,,,,,,,0,0,,,,,N,
VENGFABIN,FL,CERT II ENGINEERING & FABRICATION,,11,,,,,09,11,ZZ,,,,,,,0,0,,,,,N,
VENGIN,VE,CERT I ENGINEERING (ELECTRICAL),,11,,,I,,09,11,VE,,,,,,,0,0,,,,,N,
VENGINMF,VE,CERT II ENGINEERING/METAL FAB,,11,,,,,05,11,ZV,,,,,,,0,0,,,,,N,
VENR,VE,CERT I ENGINEERING,,11,,,I,,09,11,ZZ,,,,,,,0,0,,,,,N,
VET03,NA,VET 2003,,11,,,I,,09,11,VE,,,,,,,,,,,,,N,
VET05,CC,VET,,10,,,I,,09,10,VE,,,,,,,,,,,,,N,
VET06,CC,VET,,10,,,I,,09,10,VE,,,,,,,,,,,,,N,
VET07,CC,VET,,10,,,I,,09,10,VE,,,,,,,,,,,,,N,
VET08,CC,VET,,10,,,I,,09,10,VE,,,,,,,,,,,,,N,
VET09,CC,VET,,AL,,,,,09,AL,VE,,,,,,,,,,,,,,
VET10,CC,VET,,AL,,,,,09,AL,VE,,,,,,,,,,,,,,
VET11,CC,VET,,AL,,,,,09,AL,VE,,,,,,,,,,,,,,
VET12,CC,VET,,AL,,,,,09,AL,VE,,,,,,,,,,,,,,
VET13,CC,VET,,AL,,,,,09,AL,VE,,,,,,,,,,,,,,
VET14,CC,VET,,AL,,,,,09,AL,VE,,,,,,,,,,,,,,
VET15,CC,VET,,AL,,,,,09,AL,VE,,,,,,,,,,,,,,
VET16,CC,VET,,AL,,,,,09,AL,VE,,,,,,,,,,,,,,
VET17,CC,VET,,AL,,,,,09,AL,VE,,,,,,,,,,,,,,
VET18,CC,VET,,AL,,,,,09,AL,VE,,,,,,,,,,,,,,
VET19,CC,VET,,AL,,,,,09,AL,VE,,,,,,,,,,,,,,
VET20,CC,VET,,AL,,,,,09,AL,VE,,,,,,,,,,,,,,
VET21,CC,VET,,AL,,,,,09,AL,VE,,,,,,,,,,,,,,
VET22,CC,VET,,AL,,,,,09,AL,VE,,,,,,,,,,,,,,
VETECH,VE,CERT II ELECTROTECHNOLOGY,,11,,,I,,08,11,VE,,,,,,,0,0,,,,,N,
VET``,CC,VET,,AL,,,,,09,AL,VE,,,,,,,,,,,,,,
VFEEAD,VE,VET ADMIN FEE 12,,12,,,,100,09,12,ZV,,,,,VFEEAD,,0,0,,,R-COV-6410-0004,G03,N,
VFEEAD11,VE,VET FEE ADMIN YR 11,,11,,,,100,09,11,ZV,,,,,VFEEAD11,,0,0,,,R-COV-6410-0004,G03,N,
VFINLIT,VE,FINANCIAL LITERACY,,11,,,,,09,11,MA,,,,,,,0,0,,,,,N,
VFOODPR,VE,VET CERTIFICATE III IN FOOD PROCESSING (BAKING),,12,,,I,,09,12,VE,,,,,,,0,0,,,,,N,
VFURNITURE,VE,CERT I FURNITURE MAKING,,11,,,,,09,11,ZZ,,,,,,,0,0,,,,,N,
VGENCON,VE,CERT I GENERAL CONSTRUCTION,,11,,,I,,09,11,VE,,,,,,,0,0,,,,,N,
VGHOSPKO,VE,CERT II HOSPITALITY KITCHEN OPERATIONS,,11,,,I,,09,11,VE,,,,,,,0,0,,,,,N,
VHABEA,VE,HAIRDRESSING & MAKEUP COURSE,,11,,,I,,08,11,VE,,,,,,,0,0,,,,,N,
VHAIR,VE,CERT II HAIRDRESSING,,12,,,I,,09,12,VE,,,,,,,0,0,,,,,N,
VHMSTUDY,VE,HOME STUDY,,11,,,,,09,11,ZZ,,,,,,,0,0,,,,,N,
VHORT,FL,CERT I HORTICULTURE,,11,,,I,,09,11,VE,,,,,,,0,0,,,,,N,
VHOSP,FL,CERT I HOSPITALITY (KITCHEN OPERATIONS),,11,,,I,,09,11,VE,,,,,,,0,0,,,,,N,
VHOSPI,VE,CERT I HOSPITALITY (KITCHEN OPERATIONS) GAWLER,,11,,,I,,09,11,VE,,,,,,,0,0,,,,,N,
VHOSPII,VE,CERT I HOSPITALITY (OPERATIONS) SFERAS,,11,,,I,,09,11,VE,,,,,,,0,0,,,,,N,
VHOSPIII,VE,CERT III HOSPITALITY,,12,,,I,,09,12,VE,,,,,,,0,0,,,,,N,
VHWC,VE,VET HOMEWORK CLUB,,11,,,,,09,11,VE,,,,,,,0,0,,,,,N,
VIIHAIR,FL,CERT II HAIR,,11,,,,,09,11,VE,,,,,,,0,0,,,,,N,
VINHAIR,FL,INTRODUCTION TO HAIR & BEAUTY,,11,,,I,,09,11,VE,,,,,,,0,0,,,,,N,
VLGBUS,VE,CERT II LEGAL BUSINESS,,12,,,I,,09,12,VE,,,,,,,0,0,,,,,N,
VMAKEUP,VE,VET MAKEUP ARTISTRY,,12,,,I,,09,12,VE,,,,,,,0,0,,,,,N,
VMEAT,VE,VET MEAT PROCESSING,,12,,,I,,09,12,VE,,,,,,,0,0,,,,,N,
VMINING,VE,INTRO TO MINING,,11,,,I,,09,11,VE,,,,,,,0,0,,,,,N,
